"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"546235","22496","SET OF 2 ROUND TINS DUTCH CHEESE",2,"2011-03-10 12:42:00",2.95,14976,"United Kingdom"
"576213","22211","WOOD STAMP SET FLOWERS",1,"2011-11-14 12:47:00",0.83,18117,"United Kingdom"
"545184","22763","KEY CABINET MA CAMPAGNE",2,"2011-02-28 15:00:00",9.95,13292,"United Kingdom"
"539453","22350","ILLUSTRATED CAT BOWL ",2,"2010-12-17 17:08:00",5.06,NA,"United Kingdom"
"575040","21900","KEY FOB , SHED",24,"2011-11-08 11:58:00",0.65,13381,"United Kingdom"
"579508","22357","KINGS CHOICE BISCUIT TIN",1,"2011-11-29 16:33:00",4.13,NA,"United Kingdom"
"571441","85088","CANDY SPOT HAND BAG",3,"2011-10-17 13:31:00",4.13,14096,"United Kingdom"
"546891","22138","BAKING SET 9 PIECE RETROSPOT ",1,"2011-03-17 18:18:00",10.79,NA,"United Kingdom"
"548709","51020A","SUMMER FUN DESIGN SHOWER CAP",48,"2011-04-03 12:46:00",0.29,17744,"United Kingdom"
"565919","21746","SMALL RED RETROSPOT WINDMILL",3,"2011-09-07 16:48:00",2.46,NA,"United Kingdom"
"540803","22961","JAM MAKING SET PRINTED",6,"2011-01-11 12:30:00",1.45,14669,"United Kingdom"
"C577327","23065","LARGE DECO JEWELLERY STAND",-1,"2011-11-18 14:13:00",12.5,17779,"United Kingdom"
"537240","21166","COOK WITH WINE METAL SIGN ",2,"2010-12-06 10:08:00",4.21,NA,"United Kingdom"
"539728","22139","RETROSPOT TEA SET CERAMIC 11 PC ",3,"2010-12-21 14:26:00",4.95,16270,"United Kingdom"
"544106","85187","S/12 MINI RABBIT EASTER",4,"2011-02-16 10:47:00",1.65,14530,"United Kingdom"
"573164","23486","ANTIQUE HEART SHELF UNIT",6,"2011-10-28 09:06:00",14.55,13993,"United Kingdom"
"562984","22467","GUMBALL COAT RACK",3,"2011-08-11 11:45:00",2.55,17841,"United Kingdom"
"571187","21212","PACK OF 72 RETROSPOT CAKE CASES",24,"2011-10-14 11:39:00",0.55,12380,"Belgium"
"537791","21258","VICTORIAN SEWING BOX LARGE",8,"2010-12-08 12:51:00",10.95,16233,"United Kingdom"
"556812","23242","TREASURE TIN BUFFALO BILL ",2,"2011-06-14 17:25:00",4.13,NA,"United Kingdom"
"567853","23373","VINTAGE CHRISTMAS PAPER GIFT BAG",40,"2011-09-22 13:31:00",0.82,15484,"United Kingdom"
"545188","21791","VINTAGE HEADS AND TAILS CARD GAME ",4,"2011-02-28 15:19:00",1.25,14056,"United Kingdom"
"551134","23000","TRAVEL CARD WALLET TRANSPORT",24,"2011-04-26 13:02:00",0.42,16729,"United Kingdom"
"556484","22429","ENAMEL MEASURING JUG CREAM",1,"2011-06-12 13:17:00",4.25,16938,"United Kingdom"
"574240","23189","SET OF 12 FORK CANDLES",2,"2011-11-03 12:45:00",2.89,15998,"United Kingdom"
"569943","22065","CHRISTMAS PUDDING TRINKET POT ",14,"2011-10-06 18:08:00",0.39,14592,"United Kingdom"
"548257","20726","LUNCH BAG WOODLAND",100,"2011-03-30 10:54:00",1.45,13802,"United Kingdom"
"559311","22605","WOODEN CROQUET GARDEN SET",6,"2011-07-07 13:35:00",12.75,14459,"United Kingdom"
"554483","47566","PARTY BUNTING",5,"2011-05-24 12:57:00",4.95,13771,"United Kingdom"
"557260","22973","CHILDREN'S CIRCUS PARADE MUG",12,"2011-06-19 10:39:00",1.65,17932,"United Kingdom"
"548860","82582","AREA PATROLLED METAL SIGN",4,"2011-04-04 13:38:00",2.1,13263,"United Kingdom"
"539708","35095B","RED VICTORIAN FABRIC OVAL BOX",1,"2010-12-21 12:18:00",0.84,NA,"United Kingdom"
"571061","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",14,"2011-10-13 14:33:00",4.13,NA,"United Kingdom"
"558066","20724","RED RETROSPOT CHARLOTTE BAG",1,"2011-06-24 15:45:00",1.63,NA,"United Kingdom"
"540848","22257","FELT FARM ANIMAL SHEEP",4,"2011-01-12 09:26:00",0.85,NA,"United Kingdom"
"578993","90014C","SILVER AND BLACK ORBIT NECKLACE",1,"2011-11-27 15:38:00",2.95,15987,"United Kingdom"
"559981","22919","HERB MARKER MINT",12,"2011-07-14 11:30:00",0.65,14562,"United Kingdom"
"557641","22028","PENNY FARTHING BIRTHDAY CARD",5,"2011-06-21 16:35:00",0.83,NA,"United Kingdom"
"540848","21883","STARS GIFT TAPE ",9,"2011-01-12 09:26:00",0.43,NA,"United Kingdom"
"571257","22553","PLASTERS IN TIN SKULLS",1,"2011-10-14 17:17:00",3.29,NA,"United Kingdom"
"555349","21179","NO JUNK MAIL METAL SIGN",5,"2011-06-02 12:08:00",1.25,16729,"United Kingdom"
"552853","20727","LUNCH BAG  BLACK SKULL.",1,"2011-05-11 15:13:00",1.65,16712,"United Kingdom"
"537126","21989","PACK OF 20 SKULL PAPER NAPKINS",2,"2010-12-05 12:13:00",0.85,18118,"United Kingdom"
"579471","22361","GLASS JAR DAISY FRESH COTTON WOOL",1,"2011-11-29 15:08:00",5.79,NA,"United Kingdom"
"563931","23170","REGENCY TEA PLATE ROSES ",12,"2011-08-21 15:49:00",1.65,14895,"United Kingdom"
"563061","22150","3 STRIPEY MICE FELTCRAFT",12,"2011-08-11 15:25:00",1.95,13588,"United Kingdom"
"544812","22774","RED DRAWER KNOB ACRYLIC EDWARDIAN",2,"2011-02-23 15:58:00",2.5,NA,"United Kingdom"
"540395","22911","PAPER CHAIN KIT LONDON",3,"2011-01-06 18:24:00",2.95,14702,"United Kingdom"
"576933","21889","WOODEN BOX OF DOMINOES",6,"2011-11-17 11:29:00",1.25,15529,"United Kingdom"
"570425","20719","WOODLAND CHARLOTTE BAG",10,"2011-10-10 13:54:00",0.85,15128,"United Kingdom"
"553661","72799E","IVORY PILLAR CANDLE SILVER FLOCK",12,"2011-05-18 11:59:00",2.95,13572,"United Kingdom"
"552544","23209","LUNCH BAG DOILEY PATTERN ",10,"2011-05-10 10:29:00",1.65,13320,"United Kingdom"
"575342","23489","VINTAGE BELLS GARLAND",6,"2011-11-09 14:44:00",2.89,17528,"United Kingdom"
"563111","21670","BLUE SPOT CERAMIC DRAWER KNOB",12,"2011-08-12 11:08:00",1.25,15249,"United Kingdom"
"560978","21888","BINGO SET",12,"2011-07-22 12:20:00",3.75,15815,"United Kingdom"
"559488","23199","JUMBO BAG APPLES",2,"2011-07-08 13:52:00",4.13,NA,"United Kingdom"
"579777","22745","POPPY'S PLAYHOUSE BEDROOM ",3,"2011-11-30 15:13:00",4.13,NA,"United Kingdom"
"575742","85173","SET/6 FROG PRINCE T-LIGHT CANDLES",6,"2011-11-11 09:46:00",2.55,14309,"United Kingdom"
"558452","20978","36 PENCILS TUBE SKULLS",16,"2011-06-29 13:51:00",1.25,15208,"United Kingdom"
"575333","23234","BISCUIT TIN VINTAGE CHRISTMAS",6,"2011-11-09 13:54:00",2.89,13209,"United Kingdom"
"574074","21558","SKULL LUNCH BOX WITH CUTLERY ",1,"2011-11-02 15:33:00",4.96,NA,"United Kingdom"
"570225","22472","TV DINNER TRAY DOLLY GIRL",1,"2011-10-09 13:15:00",4.95,16595,"United Kingdom"
"545716","84970l","SINGLE HEART ZINC T-LIGHT HOLDER",2,"2011-03-07 10:15:00",2.08,NA,"United Kingdom"
"566010","22155","STAR DECORATION RUSTIC",12,"2011-09-08 12:05:00",0.42,13700,"United Kingdom"
"559163","23048","SET OF 10 LANTERNS FAIRY LIGHT STAR",1,"2011-07-06 16:33:00",8.29,NA,"United Kingdom"
"541424","21876","POTTERING MUG",1,"2011-01-17 17:57:00",1.63,NA,"United Kingdom"
"544071","21673","WHITE SPOT BLUE CERAMIC DRAWER KNOB",12,"2011-02-15 14:30:00",1.25,16317,"United Kingdom"
"560433","21913","VINTAGE SEASIDE JIGSAW PUZZLES",3,"2011-07-18 15:49:00",3.29,NA,"United Kingdom"
"559337","22960","JAM MAKING SET WITH JARS",1,"2011-07-07 16:27:00",8.29,NA,"United Kingdom"
"579520","23301","GARDENERS KNEELING PAD KEEP CALM ",2,"2011-11-29 18:14:00",1.65,12748,"United Kingdom"
"550470","22998","TRAVEL CARD WALLET KEEP CALM",1,"2011-04-18 13:49:00",0.83,NA,"United Kingdom"
"563093","84755","COLOUR GLASS T-LIGHT HOLDER HANGING",16,"2011-08-11 17:28:00",1.24,NA,"United Kingdom"
"549236","22969","HOMEMADE JAM SCENTED CANDLES",12,"2011-04-07 11:29:00",1.45,NA,"United Kingdom"
"550468","15036","ASSORTED COLOURS SILK FAN",12,"2011-04-18 13:43:00",0.83,16700,"United Kingdom"
"539488","22729","ALARM CLOCK BAKELIKE ORANGE",4,"2010-12-20 09:37:00",3.75,12377,"Switzerland"
"569122","22845","VINTAGE CREAM CAT FOOD CONTAINER",2,"2011-09-30 13:06:00",6.35,12694,"France"
"547398","22041","RECORD FRAME 7"" SINGLE SIZE ",1,"2011-03-22 16:55:00",4.96,NA,"United Kingdom"
"574304","22505","MEMO BOARD COTTAGE DESIGN",4,"2011-11-03 16:30:00",4.95,14428,"United Kingdom"
"559125","84997D","CHILDRENS CUTLERY POLKADOT PINK",4,"2011-07-06 12:32:00",4.15,13985,"United Kingdom"
"570411","21843","RED RETROSPOT CAKE STAND",10,"2011-10-10 13:11:00",10.95,16954,"United Kingdom"
"554103","85123A","WHITE HANGING HEART T-LIGHT HOLDER",2,"2011-05-22 13:51:00",2.95,15555,"United Kingdom"
"568090","20793","",-5,"2011-09-23 14:41:00",0,NA,"United Kingdom"
"567179","85032D","YULETIDE IMAGES GIFT WRAP SET",3,"2011-09-18 14:27:00",0.65,15547,"United Kingdom"
"579516","22394","PAPERWEIGHT KINGS CHOICE ",2,"2011-11-29 17:52:00",2.55,17841,"United Kingdom"
"556490","21871","SAVE THE PLANET MUG",12,"2011-06-12 14:08:00",1.25,13078,"United Kingdom"
"575875","20985","HEART CALCULATOR",2,"2011-11-11 13:06:00",2.46,NA,"United Kingdom"
"576329","84997D","CHILDRENS CUTLERY POLKADOT PINK",1,"2011-11-14 15:22:00",8.29,NA,"United Kingdom"
"564912","22379","RECYCLING BAG RETROSPOT ",5,"2011-08-31 12:33:00",2.1,12490,"France"
"558812","21155","RED RETROSPOT PEG BAG",6,"2011-07-04 11:35:00",2.55,16265,"United Kingdom"
"571940","22945","CHRISTMAS METAL TAGS ASSORTED ",12,"2011-10-20 09:57:00",0.85,15301,"United Kingdom"
"546769","22844","VINTAGE CREAM DOG FOOD CONTAINER",2,"2011-03-16 14:57:00",8.5,17504,"United Kingdom"
"537126","20674","GREEN POLKADOT BOWL",1,"2010-12-05 12:13:00",1.25,18118,"United Kingdom"
"580865","90089","PINK CRYSTAL SKULL PHONE CHARM",12,"2011-12-06 11:58:00",0.19,17914,"United Kingdom"
"576085","23438"," RED SPOT GIFT BAG LARGE",24,"2011-11-14 08:28:00",1.25,15365,"United Kingdom"
"C538897","D","Discount",-1,"2010-12-15 09:14:00",5.76,16422,"United Kingdom"
"555201","21086","SET/6 RED SPOTTY PAPER CUPS",12,"2011-06-01 12:10:00",0.65,16969,"United Kingdom"
"580372","22919","HERB MARKER MINT",12,"2011-12-02 17:04:00",0.65,16359,"United Kingdom"
"C548748","22149","FELTCRAFT 6 FLOWER FRIENDS",-6,"2011-04-04 12:28:00",2.1,15223,"United Kingdom"
"565117","22151","PLACE SETTING WHITE HEART",24,"2011-09-01 11:33:00",0.42,13089,"United Kingdom"
"568095","22627","MINT KITCHEN SCALES",2,"2011-09-23 14:49:00",8.5,14911,"EIRE"
"541241","22192","BLUE DINER WALL CLOCK",1,"2011-01-16 11:08:00",8.5,13782,"United Kingdom"
"577051","20682","RED RETROSPOT CHILDRENS UMBRELLA",2,"2011-11-17 14:02:00",3.25,14034,"United Kingdom"
"580639","35095A","BLUE VICTORIAN FABRIC OVAL BOX",2,"2011-12-05 12:46:00",0.42,17254,"United Kingdom"
"543631","85036B","CHOCOLATE 1 WICK MORRIS BOX CANDLE",1,"2011-02-10 16:17:00",4.25,14081,"United Kingdom"
"581439","21314","SMALL GLASS HEART TRINKET POT",2,"2011-12-08 16:30:00",4.13,NA,"United Kingdom"
"579741","23498","CLASSIC BICYCLE CLIPS ",1,"2011-11-30 14:33:00",1.45,16910,"United Kingdom"
"547373","21936","RED RETROSPOT PICNIC BAG",50,"2011-03-22 13:52:00",2.55,13798,"United Kingdom"
"567156","16054","POPART RECT PENCIL SHARPENER ASST",2,"2011-09-16 17:05:00",0.12,14462,"United Kingdom"
"542906","20727","LUNCH BAG  BLACK SKULL.",1,"2011-02-01 15:12:00",4.13,NA,"United Kingdom"
"539142","21484","CHICK GREY HOT WATER BOTTLE",6,"2010-12-16 11:35:00",3.45,14849,"United Kingdom"
"545188","22725","ALARM CLOCK BAKELIKE CHOCOLATE",2,"2011-02-28 15:19:00",3.75,14056,"United Kingdom"
"575477","20719","WOODLAND CHARLOTTE BAG",1,"2011-11-09 16:14:00",1.63,NA,"United Kingdom"
"560434","21930","JUMBO STORAGE BAG SKULLS",1,"2011-07-18 15:56:00",4.13,NA,"United Kingdom"
"579291","23301","GARDENERS KNEELING PAD KEEP CALM ",44,"2011-11-29 11:21:00",4.13,NA,"United Kingdom"
"565919","85039C","S/4 BLACK MINI ROSE CANDLE IN BOWL",1,"2011-09-07 16:48:00",1.63,NA,"United Kingdom"
"553893","22854","CREAM SWEETHEART EGG HOLDER",4,"2011-05-19 17:13:00",4.95,17560,"United Kingdom"
"538148","21876","POTTERING MUG",2,"2010-12-09 16:26:00",3.36,NA,"United Kingdom"
"555735","22523","CHILDS GARDEN FORK PINK",12,"2011-06-07 08:54:00",0.85,13327,"United Kingdom"
"542000","47566B","TEA TIME PARTY BUNTING",5,"2011-01-25 10:49:00",4.65,14257,"United Kingdom"
"536530","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",6,"2010-12-01 13:21:00",1.95,17905,"United Kingdom"
"577768","21902","KEY FOB , FRONT  DOOR ",1,"2011-11-21 15:18:00",1.63,NA,"United Kingdom"
"554511","22677","FRENCH BLUE METAL DOOR SIGN 2",1,"2011-05-24 15:52:00",2.46,NA,"United Kingdom"
"547684","22466","FAIRY TALE COTTAGE NIGHTLIGHT",12,"2011-03-24 14:46:00",1.95,12408,"Belgium"
"540154","21224","SET/4 SKULL BADGES",2,"2011-01-05 11:30:00",0.85,NA,"United Kingdom"
"549558","22640","SET OF 4 NAPKIN CHARMS 3 KEYS ",2,"2011-04-10 13:21:00",2.55,15058,"United Kingdom"
"C548460","22846","BREAD BIN DINER STYLE RED ",-1,"2011-03-31 11:58:00",16.95,16801,"United Kingdom"
"571409","21915","RED  HARMONICA IN BOX ",12,"2011-10-17 12:25:00",1.25,14911,"EIRE"
"574328","22644","CERAMIC CHERRY CAKE MONEY BANK",12,"2011-11-04 09:05:00",1.45,13081,"United Kingdom"
"568059","37495","FAIRY CAKE BIRTHDAY CANDLE SET",1,"2011-09-23 12:58:00",3.75,13097,"United Kingdom"
"555277","22610","PENS ASSORTED FUNNY FACE",4,"2011-06-01 17:30:00",1.63,NA,"United Kingdom"
"543527","20725","LUNCH BAG RED RETROSPOT",10,"2011-02-09 12:08:00",1.65,15970,"United Kingdom"
"549567","85059","FRENCH ENAMEL WATER BASIN",1,"2011-04-10 15:07:00",3.75,13632,"United Kingdom"
"566495","16162L","THE KING GIFT BAG",8,"2011-09-13 11:14:00",0.65,15529,"United Kingdom"
"563377","22644","CERAMIC CHERRY CAKE MONEY BANK",4,"2011-08-16 10:44:00",1.45,15002,"United Kingdom"
"576019","22154","ANGEL DECORATION 3 BUTTONS ",48,"2011-11-13 14:31:00",0.42,12865,"Austria"
"576345","22113","GREY HEART HOT WATER BOTTLE",4,"2011-11-14 15:37:00",4.25,12374,"Austria"
"539454","22659","LUNCH BOX I LOVE LONDON",2,"2010-12-17 17:12:00",1.95,17377,"United Kingdom"
"558461","23197","SKETCHBOOK MAGNETIC SHOPPING LIST",2,"2011-06-29 15:03:00",1.45,13263,"United Kingdom"
"555719","21394","RED POLKADOT BEAKER ",48,"2011-06-06 15:31:00",0.39,12609,"Germany"
"564726","23232","WRAP VINTAGE LEAF DESIGN",25,"2011-08-28 12:29:00",0.42,18077,"United Kingdom"
"536842","22584","PACK OF 6 PANNETONE GIFT BOXES",6,"2010-12-02 18:45:00",2.55,17552,"United Kingdom"
"555278","22178","VICTORIAN GLASS HANGING T-LIGHT",4,"2011-06-01 17:33:00",2.46,NA,"United Kingdom"
"561369","84796B","BLUE SAVANNAH PICNIC HAMPER FOR 2",4,"2011-07-26 16:22:00",8.29,NA,"United Kingdom"
"567327","23241","TREASURE TIN GYMKHANA DESIGN",6,"2011-09-19 14:43:00",2.08,13102,"United Kingdom"
"568539","22924","FRIDGE MAGNETS LA VIE EN ROSE",24,"2011-09-27 14:07:00",0.85,13016,"United Kingdom"
"579301","21385","IVORY HANGING DECORATION  HEART",6,"2011-11-29 11:32:00",0.85,18118,"United Kingdom"
"547654","22678","FRENCH BLUE METAL DOOR SIGN 3",1,"2011-03-24 12:32:00",1.25,14527,"United Kingdom"
"578270","10135","COLOURING PENCILS BROWN TUBE",3,"2011-11-23 13:39:00",2.46,14096,"United Kingdom"
"547703","16161P","WRAP ENGLISH ROSE ",25,"2011-03-24 17:10:00",0.42,12540,"Spain"
"538327","22728","ALARM CLOCK BAKELIKE PINK",4,"2010-12-10 13:58:00",3.75,15514,"United Kingdom"
"572843","21485","RETROSPOT HEART HOT WATER BOTTLE",9,"2011-10-26 12:06:00",4.95,14315,"United Kingdom"
"539662","22112","CHOCOLATE HOT WATER BOTTLE",6,"2010-12-21 10:18:00",4.95,14135,"United Kingdom"
"549350","84597B","",-13,"2011-04-08 11:14:00",0,NA,"United Kingdom"
"573871","22597","MUSICAL ZINC HEART DECORATION ",72,"2011-11-01 12:34:00",0.29,14426,"United Kingdom"
"559021","22796","PHOTO FRAME 3 CLASSIC HANGING",12,"2011-07-05 13:16:00",8.5,16525,"United Kingdom"
"551276","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",4,"2011-04-27 13:06:00",2.95,16016,"United Kingdom"
"558909","22467","GUMBALL COAT RACK",36,"2011-07-05 09:10:00",2.1,13408,"United Kingdom"
"546406","22469","HEART OF WICKER SMALL",1,"2011-03-11 16:21:00",1.65,NA,"United Kingdom"
"580503","23407","SET OF 2 TRAYS HOME SWEET HOME",1,"2011-12-04 13:20:00",9.95,13956,"United Kingdom"
"544186","85061W","WHITE JEWELLED HEART DECORATION",2,"2011-02-16 15:56:00",1.63,NA,"United Kingdom"
"557570","22315","200 RED + WHITE BENDY STRAWS",2,"2011-06-21 10:48:00",1.25,15998,"United Kingdom"
"556494","84997C","CHILDRENS CUTLERY POLKADOT BLUE",2,"2011-06-12 14:57:00",4.15,17802,"United Kingdom"
"550467","16014","SMALL CHINESE STYLE SCISSOR",3,"2011-04-18 13:36:00",0.42,18009,"United Kingdom"
"566285","22284","HEN HOUSE DECORATION",12,"2011-09-11 14:51:00",1.65,13611,"United Kingdom"
"547690","22531","MAGIC DRAWING SLATE CIRCUS PARADE  ",24,"2011-03-24 14:56:00",0.42,16063,"United Kingdom"
"560881","21888","BINGO SET",1,"2011-07-21 15:45:00",3.75,17965,"United Kingdom"
"542634","22967","SET 3 SONG BIRD PAPER EGGS ASSORTED",6,"2011-01-31 10:42:00",2.95,15448,"United Kingdom"
"546429","21446","12 RED ROSE PEG PLACE SETTINGS",1,"2011-03-13 15:25:00",1.25,17611,"United Kingdom"
"567170","21703","BAG 125g SWIRLY MARBLES",8,"2011-09-18 12:40:00",0.42,13566,"United Kingdom"
"546861","21679","SKULLS  STICKERS",12,"2011-03-17 15:03:00",0.85,14911,"EIRE"
"551468","22435","SET OF 9 HEART SHAPED BALLOONS",2,"2011-04-28 16:21:00",2.46,NA,"United Kingdom"
"537801","82486","WOOD S/3 CABINET ANT WHITE FINISH",12,"2010-12-08 13:08:00",6.95,15221,"United Kingdom"
"559816","84356","POMPOM CURTAIN",1,"2011-07-12 16:11:00",5.79,NA,"United Kingdom"
"552571","22953","BIRTHDAY PARTY CORDON BARRIER TAPE",5,"2011-05-10 12:08:00",1.25,14688,"United Kingdom"
"559918","85049E","SCANDINAVIAN REDS RIBBONS",12,"2011-07-13 15:29:00",1.25,18225,"United Kingdom"
"545160","22627","MINT KITCHEN SCALES",1,"2011-02-28 13:31:00",0,NA,"United Kingdom"
"537054","22300","COFFEE MUG DOG + BALL DESIGN",1,"2010-12-05 11:40:00",2.55,16931,"United Kingdom"
"557103","22379","RECYCLING BAG RETROSPOT ",5,"2011-06-16 15:49:00",2.1,16852,"United Kingdom"
"579512","84536A","ENGLISH ROSE NOTEBOOK A7 SIZE",1,"2011-11-29 16:47:00",0.83,NA,"United Kingdom"
"580720","22578","WOODEN STAR CHRISTMAS SCANDINAVIAN",4,"2011-12-05 16:55:00",0.29,14629,"United Kingdom"
"581266","22739","RIBBON REEL CHRISTMAS SOCK BAUBLE",10,"2011-12-08 11:25:00",1.65,12621,"Germany"
"538311","21931","JUMBO STORAGE BAG SUKI",10,"2010-12-10 13:48:00",1.95,12785,"Portugal"
"566518","22138","BAKING SET 9 PIECE RETROSPOT ",1,"2011-09-13 11:24:00",4.95,17779,"United Kingdom"
"542360","82599","FANNY'S REST STOPMETAL SIGN",1,"2011-01-27 12:40:00",2.1,14701,"United Kingdom"
"541123","22138","BAKING SET 9 PIECE RETROSPOT ",3,"2011-01-14 09:52:00",4.95,13385,"United Kingdom"
"581139","21109","LARGE CAKE TOWEL CHOCOLATE SPOTS",96,"2011-12-07 13:21:00",1.95,13798,"United Kingdom"
"547568","22630","DOLLY GIRL LUNCH BOX",12,"2011-03-24 09:50:00",1.95,13341,"United Kingdom"
"563073","20726","LUNCH BAG WOODLAND",10,"2011-08-11 15:56:00",1.65,18235,"United Kingdom"
"570275","84946","ANTIQUE SILVER T-LIGHT GLASS",72,"2011-10-10 10:57:00",1.06,13098,"United Kingdom"
"553387","21195","PINK  HONEYCOMB PAPER BALL ",2,"2011-05-16 16:33:00",4.13,NA,"United Kingdom"
"552558","23298","SPOTTY BUNTING",3,"2011-05-10 11:33:00",4.95,14766,"United Kingdom"
"546405","48111","DOORMAT 3 SMILEY CATS",5,"2011-03-11 16:05:00",7.95,17351,"United Kingdom"
"574033","23314","VINTAGE CHRISTMAS TABLECLOTH",2,"2011-11-02 12:44:00",12.5,16558,"United Kingdom"
"540848","22211","WOOD STAMP SET FLOWERS",2,"2011-01-12 09:26:00",1.66,NA,"United Kingdom"
"542898","85206A","CREAM FELT EASTER EGG BASKET",2,"2011-02-01 14:01:00",1.65,16110,"United Kingdom"
"547273","22782","SET 3 WICKER STORAGE BASKETS ",1,"2011-03-22 11:05:00",24.95,14530,"United Kingdom"
"570219","22386","JUMBO BAG PINK POLKADOT",4,"2011-10-09 12:44:00",2.08,16809,"United Kingdom"
"569374","72819","CUPID DESIGN SCENTED CANDLES",1,"2011-10-03 16:14:00",4.96,NA,"United Kingdom"
"553368","20685","DOORMAT RED RETROSPOT",200,"2011-05-16 14:24:00",4.58,18102,"United Kingdom"
"536805","22567","20 DOLLY PEGS RETROSPOT",12,"2010-12-02 16:38:00",1.25,14775,"United Kingdom"
"540352","90125D","PURPLE BERTIE GLASS BEAD BAG CHARM",2,"2011-01-06 14:27:00",1.66,NA,"United Kingdom"
"564825","22624","IVORY KITCHEN SCALES",1,"2011-08-30 12:26:00",16.63,NA,"United Kingdom"
"568710","23343","JUMBO BAG VINTAGE CHRISTMAS ",1,"2011-09-28 15:42:00",2.08,14649,"United Kingdom"
"581378","23127","FELTCRAFT GIRL NICOLE KIT",2,"2011-12-08 12:50:00",4.95,17673,"United Kingdom"
"552232","21930","JUMBO STORAGE BAG SKULLS",5,"2011-05-06 15:54:00",4.13,NA,"United Kingdom"
"566973","22840","ROUND CAKE TIN VINTAGE RED",2,"2011-09-16 09:21:00",7.95,15152,"United Kingdom"
"550155","22960","JAM MAKING SET WITH JARS",6,"2011-04-14 14:54:00",4.25,14198,"United Kingdom"
"547564","22456","NATURAL SLATE CHALKBOARD LARGE ",9,"2011-03-24 09:21:00",4.95,17512,"United Kingdom"
"546542","85231G","ORANGE SCENTED SET/9 T-LIGHTS",3,"2011-03-14 15:13:00",0.85,13263,"United Kingdom"
"553676","84692","BOX OF 24 COCKTAIL PARASOLS",100,"2011-05-18 12:57:00",0.42,16553,"United Kingdom"
"573984","16207A","check",2,"2011-11-02 11:09:00",0,NA,"United Kingdom"
"548867","21137","BLACK RECORD COVER FRAME",2,"2011-04-04 14:17:00",3.75,14719,"United Kingdom"
"570197","84030E","ENGLISH ROSE HOT WATER BOTTLE",1,"2011-10-07 15:45:00",4.25,13755,"United Kingdom"
"539281","84970L","SINGLE HEART ZINC T-LIGHT HOLDER",12,"2010-12-16 15:45:00",0.95,18176,"United Kingdom"
"548860","22423","REGENCY CAKESTAND 3 TIER",1,"2011-04-04 13:38:00",12.75,13263,"United Kingdom"
"544772","48194","DOORMAT HEARTS",2,"2011-02-23 11:12:00",14.13,NA,"United Kingdom"
"547070","21462","NURSERY A,B,C PAINTED LETTERS",1,"2011-03-20 13:58:00",6.75,16115,"United Kingdom"
"C540535","20681","PINK POLKADOT CHILDRENS UMBRELLA",-1,"2011-01-09 14:17:00",3.25,15005,"United Kingdom"
"573248","21985","PACK OF 12 HEARTS DESIGN TISSUES ",12,"2011-10-28 12:09:00",0.39,14498,"United Kingdom"
"575602","82551","LAUNDRY 15C METAL SIGN",1,"2011-11-10 12:27:00",1.45,17059,"United Kingdom"
"575579","22437","SET OF 9 BLACK SKULL BALLOONS",20,"2011-11-10 11:49:00",0,13081,"United Kingdom"
"572540","72801d","4 SKY BLUE DINNER CANDLES",1,"2011-10-24 16:17:00",2.46,NA,"United Kingdom"
"536544","20854","BLUE PATCH PURSE PINK HEART",6,"2010-12-01 14:32:00",1.65,NA,"United Kingdom"
"559934","15044A","PINK PAPER PARASOL ",6,"2011-07-14 09:58:00",2.95,13012,"United Kingdom"
"558200","21136","PAINTED METAL PEARS ASSORTED",6,"2011-06-27 13:00:00",1.69,15976,"United Kingdom"
"558240","22069","BROWN  PIRATE TREASURE CHEST ",1,"2011-06-27 15:27:00",3.29,NA,"United Kingdom"
"575930","22294","HEART FILIGREE DOVE  SMALL",6,"2011-11-11 17:58:00",2.46,NA,"United Kingdom"
"543660","16237","SLEEPING CAT ERASERS",1,"2011-02-11 10:40:00",0.42,NA,"United Kingdom"
"563854","21843","RED RETROSPOT CAKE STAND",2,"2011-08-19 15:24:00",10.95,12364,"Belgium"
"580750","20749","ASSORTED COLOUR MINI CASES",2,"2011-12-06 09:56:00",7.95,12749,"United Kingdom"
"570856","23158","SET OF 5 LUCKY CAT MAGNETS ",12,"2011-10-12 15:01:00",2.08,13464,"United Kingdom"
"569474","22138","BAKING SET 9 PIECE RETROSPOT ",3,"2011-10-04 12:39:00",4.95,14178,"United Kingdom"
"574898","23581","JUMBO BAG PAISLEY PARK",20,"2011-11-07 15:07:00",2.08,16242,"United Kingdom"
"580983","23353","6 GIFT TAGS VINTAGE CHRISTMAS ",4,"2011-12-06 16:26:00",1.63,NA,"United Kingdom"
"561325","84536A","ENGLISH ROSE NOTEBOOK A7 SIZE",32,"2011-07-26 13:46:00",0.42,17596,"United Kingdom"
"563585","22621","TRADITIONAL KNITTING NANCY",4,"2011-08-17 17:01:00",1.65,17070,"United Kingdom"
"543000","22037","ROBOT BIRTHDAY CARD",2,"2011-02-02 12:17:00",0.83,NA,"United Kingdom"
"578089","23084","RABBIT NIGHT LIGHT",48,"2011-11-22 17:02:00",1.79,12483,"Sweden"
